signal_date,entry_date,exit_date,ticker,entry_price,exit_price,return,stage1_prob,stage2_prob,exit_reason
2019-09-01,2019-09-01,2019-09-19,5333.T,1175.2594124755858,1294.80126953125,0.10061357903703616,0.6093943360781164,0.5,trend_exit
2019-08-08,2019-08-08,2019-09-23,2282.T,3338.139247802734,3789.55029296875,0.1340931164473398,0.7435997849519035,0.6057692307692307,trend_exit
2019-09-18,2019-09-18,2019-09-29,9449.T,1643.0387362060544,1681.192626953125,0.022198319075749096,0.6265056486795767,0.5,trend_exit
2019-09-11,2019-09-11,2019-10-01,9684.T,1282.1307033691405,1460.7335205078125,0.13816226625934158,0.6261316375145018,0.5,trend_exit
2019-09-30,2019-09-30,2019-10-03,6988.T,917.5644138793945,897.56884765625,-0.02277021073917418,0.6026737361325502,0.7775862068965518,trend_exit
2019-10-01,2019-10-01,2019-10-06,9143.T,1172.440067626953,1151.29150390625,-0.019020038499489966,0.6187766568583962,0.8607456140350878,trend_exit
2019-10-01,2019-10-01,2019-10-06,3132.T,386.51396597290034,377.1417236328125,-0.025223885608325447,0.6185829298157831,0.8607456140350878,trend_exit
2019-10-01,2019-10-01,2019-10-06,2264.T,1877.639924316406,1844.612548828125,-0.018572244648986658,0.6903369254796792,0.7775862068965518,trend_exit
2019-10-01,2019-10-01,2019-10-06,3659.T,1292.2520206298827,1264.9100341796875,-0.022137242602593088,0.684675438710343,0.7775862068965518,trend_exit
2019-10-03,2019-10-03,2019-10-09,9468.T,725.7617799072265,703.1926879882812,-0.0320660101581931,0.6071127016011372,0.8607456140350878,trend_exit
2019-10-08,2019-10-08,2019-10-14,6544.T,661.6710808715819,636.7484130859375,-0.03862858289811055,0.6357053185686521,0.8607456140350878,trend_exit
2019-10-07,2019-10-07,2019-10-15,2181.T,173.46928598022458,169.88128662109375,-0.021663089373529343,0.6398308534771266,0.8296089385474859,trend_exit
2019-10-09,2019-10-09,2019-10-20,4528.T,1598.2461856689451,1625.9263916015625,0.016301793662727215,0.6754511075924166,0.8607456140350878,trend_exit
2019-10-14,2019-10-14,2019-10-20,7309.T,14577.198377929686,14434.412109375,-0.010785383898053946,0.6261446871167148,0.8607456140350878,trend_exit
2019-10-01,2019-10-01,2019-10-22,6146.T,6205.015711425781,6357.9140625,0.023616448986887084,0.7037075734046483,0.926829268292683,trend_exit
2019-10-01,2019-10-01,2019-10-22,9418.T,261.14934671020507,284.8377990722656,0.08961774118071641,0.6356007428537466,0.8296089385474859,trend_exit
2019-10-07,2019-10-07,2019-10-22,9984.T,1007.871671936035,1006.62451171875,-0.0022361822360523753,0.6668945071668142,0.8607456140350878,trend_exit
2019-10-07,2019-10-07,2019-10-22,7741.T,8451.118457031249,8475.0849609375,0.001833061389930668,0.6526379957885005,0.8607456140350878,trend_exit
2019-10-06,2019-10-06,2019-10-24,3288.T,2285.072340332031,2400.66015625,0.049533292125566675,0.6185578166767615,0.8607456140350878,trend_exit
2019-10-22,2019-10-22,2019-10-27,9468.T,706.2219959716796,691.1087646484375,-0.02237871402765579,0.618895849629291,0.8607456140350878,trend_exit
2019-10-17,2019-10-17,2019-10-29,2181.T,171.41842430114744,174.2350616455078,0.015414925749595687,0.6071790825114972,0.6564156945917285,trend_exit
2019-10-20,2019-10-20,2019-10-29,6544.T,674.528285583496,686.6988525390625,0.017025035641156983,0.6288576398936514,0.8607456140350878,trend_exit
2019-10-22,2019-10-22,2019-10-29,9697.T,648.439112121582,614.0764770507812,-0.05393985478977914,0.6111931139786991,0.8218623481781376,trend_exit
2019-10-27,2019-10-27,2019-10-30,6383.T,1796.1666867675779,1776.0308837890625,-0.012199220720287007,0.6320790482832263,0.8218623481781376,trend_exit
2019-10-24,2019-10-24,2019-10-31,4186.T,1270.4701286621093,1235.6861572265625,-0.028351439974983572,0.6152375344347272,0.8296089385474859,trend_exit
2019-10-29,2019-10-29,2019-11-04,9468.T,716.9223829345702,699.4745483398438,-0.02531279476696502,0.6348501723176623,0.8218623481781376,trend_exit
2019-10-29,2019-10-29,2019-11-04,4733.T,4194.470553710937,4050.9130859375,-0.03519118300372415,0.6205649448467173,0.8081632653061225,trend_exit
2019-10-07,2019-10-07,2019-11-05,4503.T,1254.9889647216796,1492.153076171875,0.18778807224515215,0.6121726907410683,0.8607456140350878,trend_exit
2019-10-08,2019-10-08,2019-11-05,6465.T,3799.927479003906,4087.10888671875,0.0744999214833264,0.6351444804820063,0.8607456140350878,trend_exit
2019-10-23,2019-10-23,2019-11-05,2802.T,939.1966812744139,899.9387817382812,-0.04275764503701174,0.6119385424886749,0.8296089385474859,trend_exit
2019-10-23,2019-10-23,2019-11-07,7309.T,14604.702416992186,16284.5068359375,0.11390303373616928,0.6169256219328547,0.7775862068965518,trend_exit
2019-11-05,2019-11-05,2019-11-11,8174.T,872.9052363281249,851.204345703125,-0.025835673830493233,0.6245542464300823,0.8218623481781376,trend_exit
2019-10-20,2019-10-20,2019-11-12,6098.T,3442.893800048828,3589.4189453125,0.04151615896962402,0.6060344256567337,0.8296089385474859,trend_exit
2019-10-29,2019-10-29,2019-11-12,9433.T,1221.7599681396482,1303.6043701171875,0.06592194842499222,0.6155355116088904,0.8607456140350878,trend_exit
2019-11-04,2019-11-04,2019-11-12,7181.T,1390.4960405273437,1390.6937255859375,-0.0008579734369754677,0.6388663307713666,0.7775862068965518,trend_exit
2019-11-04,2019-11-04,2019-11-12,3994.T,1996.995,2055.0,0.028017095686268867,0.6192018444142086,0.7775862068965518,trend_exit
2019-11-07,2019-11-07,2019-11-13,9104.T,650.0489967651366,636.7753295898438,-0.021399067722749687,0.6637993512730935,0.8607456140350878,trend_exit
2019-11-04,2019-11-04,2019-11-14,4021.T,3899.226630126953,3990.12841796875,0.02228946087727124,0.6073097588419565,0.7775862068965518,trend_exit
2019-11-06,2019-11-06,2019-11-17,3107.T,786.5195595092772,837.2439575195312,0.06342773482182684,0.6417288767140303,0.8218623481781376,trend_exit
2019-10-30,2019-10-30,2019-11-18,4689.T,305.84069140624996,354.9330139160156,0.1593554777546311,0.6145094130966507,0.7575757575757576,trend_exit
2019-11-11,2019-11-11,2019-11-20,6920.T,3856.1633461914057,4113.56494140625,0.0656839473679458,0.6198223604950053,0.8225255972696246,trend_exit
2019-11-06,2019-11-06,2019-11-21,6406.T,1369.9099232177732,1440.9735107421875,0.05082276785771134,0.6409497217407231,0.8607456140350878,trend_exit
2019-11-18,2019-11-18,2019-11-21,9064.T,1620.1053032226562,1604.2972412109375,-0.010747671289201843,0.7324917560291192,0.7655228758169934,trend_exit
2019-11-14,2019-11-14,2019-11-25,4307.T,2218.363119628906,2165.86474609375,-0.02464169990817111,0.6788555878949338,0.7655228758169934,trend_exit
2019-11-14,2019-11-14,2019-11-25,3349.T,5436.8039311523435,5440.9560546875,-0.00023705701655818423,0.6846583166769662,0.732484076433121,trend_exit
2019-11-17,2019-11-17,2019-11-27,2802.T,840.2009338378905,835.9196166992188,-0.006090491630372674,0.8369719003842975,0.7655228758169934,trend_exit
2019-11-12,2019-11-12,2019-11-28,7581.T,2371.7531728515623,2489.730224609375,0.04869280785839636,0.6209878536678626,0.7376543209876543,trend_exit
2019-11-17,2019-11-17,2019-11-28,4568.T,2077.191571533203,2140.948486328125,0.02966311203694838,0.7326813383981106,0.6592592592592592,trend_exit
2019-11-25,2019-11-25,2019-11-28,3382.T,1209.39177734375,1183.79931640625,-0.022140269807949475,0.7114211783481056,0.7655228758169934,trend_exit
2019-11-13,2019-11-13,2019-12-01,9684.T,1492.5305903320311,1657.7205810546875,0.10956711453747947,0.6378391521136653,0.8607456140350878,trend_exit
2019-11-17,2019-11-17,2019-12-02,8174.T,867.345299621582,941.4625244140624,0.08436750888024935,0.7017021833046351,0.6712328767123288,trend_exit
